timestamp_s,vram_mib,rss_kib,vmhwm_kib,vmlck_kib
0.001,10758,3326744,10588416,0
0.526,10782,4100196,10588416,0
1.056,10800,4127284,10588416,0
1.584,10800,4127288,10588416,0
2.113,10800,3919584,10588416,0
2.641,10800,4128952,10588416,0
3.170,10800,4129652,10588416,0
3.697,10800,4130000,10588416,0
4.228,10800,4130000,10588416,0
4.758,10800,4130000,10588416,0
5.286,10800,4130540,10588416,0
5.812,10800,4130540,10588416,0
6.338,10800,4130540,10588416,0
6.861,10800,4130540,10588416,0
7.391,10800,4130540,10588416,0
7.917,10800,4130540,10588416,0
8.447,10800,4130540,10588416,0
8.976,10800,4130540,10588416,0
9.506,10800,4131192,10588416,0
10.031,10800,4131192,10588416,0
10.557,10800,4131192,10588416,0
11.084,10800,4131192,10588416,0
11.612,10800,4131192,10588416,0
12.141,10800,4131192,10588416,0
12.668,10800,4134448,10588416,0
13.198,10800,4134448,10588416,0
13.727,10800,4136456,10588416,0
14.254,10800,4136456,10588416,0
14.783,10800,4136456,10588416,0
15.308,10800,4136456,10588416,0
15.838,10800,4136456,10588416,0
16.365,10800,4136456,10588416,0
16.891,10800,4136456,10588416,0
17.416,10800,4136456,10588416,0
17.939,10800,4136456,10588416,0
18.466,10800,4136456,10588416,0
18.992,10800,4136456,10588416,0
19.518,10800,4136456,10588416,0
20.047,10800,4136456,10588416,0
20.571,10800,4136456,10588416,0
21.098,10800,4136456,10588416,0
21.624,10800,4136456,10588416,0
22.152,10800,4136456,10588416,0
22.675,10800,4136456,10588416,0
23.200,10800,4136456,10588416,0
23.724,10800,4136456,10588416,0
24.251,10800,4136456,10588416,0
24.776,10800,4136456,10588416,0
25.302,10800,4136456,10588416,0
25.828,10800,4136456,10588416,0
26.351,10800,4136456,10588416,0
26.878,10800,4136456,10588416,0
27.406,10800,4136456,10588416,0
27.934,10800,4136456,10588416,0
28.463,10800,4136456,10588416,0
28.990,10800,4136456,10588416,0
29.521,10800,4136456,10588416,0
30.048,10800,4136456,10588416,0
30.579,10800,4136456,10588416,0
31.105,10800,4136456,10588416,0
31.629,10800,4136456,10588416,0
32.155,10800,4136456,10588416,0
32.683,10800,4136456,10588416,0
33.210,10800,4136456,10588416,0
33.737,10800,4136456,10588416,0
34.266,10800,4136456,10588416,0
34.791,10800,4136456,10588416,0
35.315,10800,4136456,10588416,0
35.841,10800,4136456,10588416,0
36.367,10800,4136456,10588416,0
36.893,10800,4136456,10588416,0
37.420,10800,4136456,10588416,0
37.949,10800,4136456,10588416,0
38.477,10800,4136456,10588416,0
39.005,10800,4136532,10588416,0
39.533,10800,4136532,10588416,0
40.059,10800,4136532,10588416,0
40.584,10800,4136532,10588416,0
41.113,10800,4136532,10588416,0
41.643,10800,4136532,10588416,0
42.169,10800,4136532,10588416,0
42.699,10800,4136532,10588416,0
43.227,10800,4136532,10588416,0
43.752,10800,4136532,10588416,0
44.280,10800,4136532,10588416,0
44.809,10800,4136532,10588416,0
45.337,10800,4136532,10588416,0
45.863,10800,4136532,10588416,0
46.387,10800,4136532,10588416,0
46.911,10800,4136532,10588416,0
47.439,10800,4136532,10588416,0
47.964,10800,4136532,10588416,0
