timestamp_s,vram_mib,rss_kib,vmhwm_kib,vmlck_kib
0.001,11702,2791648,10592240,0
0.533,11722,3494680,10592240,0
1.058,11742,3519660,10592240,0
1.584,11742,3519732,10592240,0
2.108,11742,3524848,10592240,0
2.635,11742,3526432,10592240,0
3.160,11742,3526432,10592240,0
3.687,11742,3526432,10592240,0
